A Greener Future Data 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Date,Longitude,Latitude,Location,City,Province,Country,Photos,Sponsor,Event,Coordinator,Volunteers,Strange items,Cigarette Butts,Tobacco Packaging ,Lighters,Paraphernalia,Plastic Grocery Bags,Other Plastic Bags,Paper Bags,Reusable Bags,Food Wrappers,Plastic Beverage Bottles,Plastic Bottle Caps,Plastic Lids,Plastic Cups/Plates,Paper Cups/Plates,Metal Bottle Caps,Cans,Glass Bottles,Straws,Utensils,Personal Hygiene,Clothing,Construction,Fishing,Plastic Pieces,Paper,Glass,Foam,Other,Syringes,TOTAL
,2016,43.869548,-78.785219,Darlington Provincial Park,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,13,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,4,0,2,1,2,0,34,0,0,2,2,0,68
,2016,43.868492,-78.759865,Courtice Road Beach,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,70,9,0,0,1,9,2,0,66,19,17,16,8,12,8,26,0,24,4,13,3,16,2,111,167,13,332,30,0,978
,2016,43.895552,-78.578003,Port of Newcastle,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,151,7,3,0,0,0,0,0,19,13,10,6,2,3,3,36,0,7,1,3,13,26,0,62,21,2,17,8,0,413
,2016,43.955619,-78.186565,Monk's Cove Park,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,144,6,0,0,13,15,0,0,56,15,3,12,4,2,1,26,0,16,1,2,1,2,0,85,82,40,11,17,0,554
,2016,43.957025,-78.163743,Cobourg Beach,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,1612,9,1,0,1,4,1,0,271,12,49,10,6,1,14,6,2,32,26,29,13,12,1,290,327,11,37,17,0,2794
,2016,43.958249,-78.128762,Lucas Point Park,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,28,3,0,0,0,1,0,0,17,2,0,2,1,0,0,3,0,2,0,1,0,6,0,49,20,0,7,3,0,145
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,38,2,0,0,1,4,0,0,78,1,9,0,1,2,1,0,0,9,0,8,10,3,0,147,33,0,13,2,0,362
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,0,0,0,0,0,2,0,0,8,2,0,0,1,4,0,2,0,3,4,2,1,2,0,15,4,2,2,1,0,55
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,35,2,0,0,0,1,0,0,42,2,3,1,2,0,1,2,0,3,1,5,2,1,0,39,31,0,5,5,0,183
,2016,43.944839,-78.289438,East Beach,Port Hope,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,800,1,0,0,0,0,0,0,21,0,1,0,1,0,4,0,1,3,1,2,0,1,0,22,22,0,3,1,0,884
,2016,43.941573,-78.2994,West Beach,Port Hope,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,410,10,0,0,1,0,0,0,21,0,1,0,0,0,4,0,0,3,1,0,0,2,0,22,39,0,2,2,0,518
,2016,43.949443,-77.339512,Wellington Rotary Beach,Prince Edward,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,23,2,0,0,0,0,0,0,12,0,4,1,0,0,0,0,0,7,0,6,0,0,0,76,13,1,3,9,0,157
,2016,44.183207,-76.773525,Centennial Park,Bath,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,156,2,0,0,0,0,0,0,46,2,4,2,1,0,3,3,0,8,0,1,0,2,0,14,27,0,3,0,0,274
,2016,44.215816,-76.65488,Fairfield Park,Amherstview,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,240,9,0,0,0,2,0,0,10,1,6,3,0,2,0,1,0,5,1,0,1,0,0,16,21,0,4,12,0,334
,2016,44.216599,-76.530623,Lake Ontario Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,467,8,2,0,13,15,0,0,100,4,27,21,5,7,6,8,0,27,2,20,20,24,1,306,118,54,229,23,0,1507
,2016,44.221928,-76.498562,Breakwater Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,963,4,1,0,1,2,1,0,94,5,41,6,3,0,15,4,0,12,1,16,10,15,0,335,71,37,245,20,0,1902
,2016,44.222146,-76.490677,MacDonald Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,2988,28,0,0,5,15,3,0,143,11,34,29,2,10,7,5,5,34,7,16,11,28,1,156,248,10,33,7,0,3836
,2016,44.238119,-76.48053,Douglas Fluhrer Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,1726,58,2,0,25,31,11,0,212,14,42,28,10,11,48,16,6,30,9,17,14,39,1,259,343,46,21,21,0,3040
,2016,43.616181,-79.373648,Toronto Island,Toronto,Ontario,Canada,,,,Rochelle Byrne,,,619,1,0,0,6,5,1,0,92,24,15,10,3,1,8,10,3,14,3,7,0,2,0,77,128,15,54,7,0,1105
,"October 1, 2016",44.302657,-78.317232,Millennium Park,Peterborough,Ontario,Canada,,,,Rochelle Byrne,,,1217,52,2,0,21,30,19,0,216,20,13,26,5,27,8,18,4,19,3,14,4,2,4,73,322,13,17,12,0,2161
,"October 29, 2016",43.871571,-78.947327,Henry Street High School,Whitby,Ontario,Canada,"102920161, 102920162, 102920163, 102920164",,,Rochelle Byrne,1,"unopened candy, a fluorine magnet, a broken bong",186,1,0,0,0,3,4,0,81,13,9,11,2,5,1,3,0,11,4,2,0,4,0,14,15,129,4,1,0,503
,,,,,,,,,,,,37,,155860,853,86,0,413,799,156,0,6264,1015,3047,1029,390,527,664,813,131,2323,380,666,310,697,135,15905,6889,1178,8598,1610,2,210740
